train_number,journey_date,current_station,next_station,station_sequence,current_departure_delay,previous_departure_delay,delay_change,next_station_sequence,scheduled_travel_time,route_progress,stations_remaining,historical_station_delay,historical_train_delay,scheduled_departure_hour,target_arrival_delay,day_of_week
12920,2026-08-21,KSV,MTJ,118,3.0,5.0,-2.0,123,30,0.502127659574468,117,10.272727272727273,27.848948374760994,22.166666666666668,6.0,4
12920,2026-08-21,MTJ,AGC,123,15.0,3.0,12.0,131,37,0.5234042553191489,112,18.727272727272727,27.848948374760994,22.666666666666668,24.0,4
12920,2026-08-21,AGC,DHO,131,31.0,15.0,16.0,135,58,0.5574468085106383,104,29.636363636363637,27.848948374760994,23.333333333333332,17.0,4
12920,2026-08-21,DHO,MRA,135,19.0,31.0,-12.0,139,37,0.574468085106383,100,20.636363636363637,27.848948374760994,0.25,5.0,4
12920,2026-08-21,MRA,GWL,139,14.0,19.0,-5.0,145,30,0.5914893617021276,96,13.545454545454545,27.848948374760994,0.8666666666666667,14.0,4
12920,2026-08-21,GWL,DBA,145,19.0,14.0,5.0,151,42,0.6170212765957447,90,23.636363636363637,27.848948374760994,1.3666666666666667,10.0,4
12920,2026-08-21,DBA,DAA,151,15.0,19.0,-4.0,154,26,0.6425531914893617,84,20.545454545454547,27.848948374760994,2.066666666666667,26.0,4
12920,2026-08-21,DAA,VGLJ,154,30.0,15.0,15.0,156,37,0.6553191489361702,81,25.727272727272727,27.848948374760994,2.5,14.0,4
12920,2026-08-21,VGLJ,BAB,156,22.0,30.0,-8.0,159,32,0.6638297872340425,79,20.818181818181817,27.848948374760994,3.216666666666667,16.0,4
12920,2026-08-21,BAB,LAR,159,22.0,22.0,0.0,168,44,0.676595744680851,76,25.90909090909091,27.848948374760994,3.65,20.0,4
12920,2026-08-21,LAR,BINA,168,24.0,22.0,2.0,175,69,0.7148936170212766,67,40.81818181818182,27.848948374760994,4.383333333333334,12.0,4
12920,2026-08-21,BINA,BAQ,175,19.0,24.0,-5.0,181,36,0.7446808510638298,60,26.181818181818183,27.848948374760994,5.583333333333333,13.0,4
12920,2026-08-21,BAQ,BHS,181,16.0,19.0,-3.0,186,27,0.7702127659574468,54,33.63636363636363,27.848948374760994,6.133333333333334,19.0,4
12920,2026-08-21,BHS,NSZ,186,23.0,16.0,7.0,192,57,0.7914893617021277,49,43.90909090909091,27.848948374760994,6.583333333333333,31.0,4
12920,2026-08-21,SEH,KPP,198,58.0,58.0,0.0,202,27,0.8425531914893617,37,78.81818181818181,27.848948374760994,8.65,50.0,4
12920,2026-08-21,KPP,SJP,202,53.0,58.0,-5.0,204,13,0.8595744680851064,33,81.0,27.848948374760994,9.1,51.0,4
12920,2026-08-21,SJP,AKD,204,54.0,53.0,1.0,206,15,0.8680851063829788,31,81.81818181818181,27.848948374760994,9.333333333333334,53.0,4
12920,2026-08-21,AKD,BCH,206,53.0,54.0,-1.0,210,27,0.8765957446808511,29,80.63636363636364,27.848948374760994,9.566666666666666,56.0,4
12920,2026-08-21,BCH,MKC,210,62.0,53.0,9.0,212,29,0.8936170212765957,25,79.36363636363636,27.848948374760994,10.033333333333333,51.0,4
12920,2026-08-21,MKC,UJN,212,59.0,62.0,-3.0,217,51,0.902127659574468,23,70.45454545454545,27.848948374760994,10.5,60.0,4
12920,2026-08-21,DWX,INDB,223,69.0,69.0,0.0,229,65,0.948936170212766,12,70.18181818181819,27.848948374760994,12.533333333333333,47.0,4
12920,2026-08-21,INDB,DADN,229,62.0,69.0,-7.0,235,50,0.9744680851063829,6,48.54545454545455,27.848948374760994,13.75,38.0,4
12951,2026-08-21,BVI,ST,18,14.0,14.0,0.0,59,143,0.08411214953271028,196,12.818181818181818,8.506666666666666,17.366666666666667,6.0,4
12951,2026-08-21,ST,BRC,59,10.0,14.0,-4.0,83,83,0.2757009345794392,155,9.818181818181818,8.506666666666666,19.8,9.0,4
12951,2026-08-21,BRC,RTM,83,12.0,10.0,2.0,119,199,0.3878504672897196,131,14.818181818181818,8.506666666666666,21.266666666666666,0.0,4
12951,2026-08-21,RTM,NAD,119,7.0,12.0,-5.0,124,43,0.5560747663551402,95,6.454545454545454,8.506666666666666,0.4666666666666667,-3.0,4
12951,2026-08-21,NAD,KOTA,124,4.0,7.0,-3.0,151,127,0.5794392523364486,90,4.636363636363637,8.506666666666666,1.1666666666666667,10.0,4
12952,2026-08-21,KOTA,NAD,64,12.0,12.0,0.0,91,147,0.29906542056074764,150,8.454545454545455,5.333333333333333,21.666666666666668,4.0,4
12952,2026-08-21,NAD,RTM,91,7.0,12.0,-5.0,96,33,0.4252336448598131,123,4.090909090909091,5.333333333333333,23.983333333333334,7.0,4
12952,2026-08-21,BRC,ST,132,2.0,2.0,0.0,156,93,0.616822429906542,82,-6.090909090909091,5.333333333333333,3.8333333333333335,4.0,4
12952,2026-08-21,ST,BVI,156,2.0,2.0,0.0,197,145,0.7289719626168224,58,3.8181818181818183,5.333333333333333,5.3,21.0,4
12919,2026-08-22,INDB,DWX,7,19.0,5.0,14.0,13,46,0.029914529914529916,227,4.666666666666667,86.625,12.25,15.0,5
12919,2026-08-22,DWX,UJN,13,17.0,19.0,-2.0,19,54,0.05555555555555555,221,4.333333333333333,86.625,12.883333333333333,0.0,5
12919,2026-08-22,MKC,BCH,24,27.0,27.0,0.0,26,16,0.10256410256410256,210,9.333333333333334,86.625,14.6,25.0,5
12919,2026-08-22,BCH,AKD,26,27.0,27.0,0.0,30,28,0.1111111111111111,208,12.333333333333334,86.625,14.883333333333333,19.0,5
12919,2026-08-22,AKD,SJP,30,23.0,27.0,-4.0,32,13,0.1282051282051282,204,6.666666666666667,86.625,15.333333333333334,20.0,5
12919,2026-08-22,SJP,KPP,32,24.0,23.0,1.0,34,15,0.13675213675213677,202,8.0,86.625,15.566666666666666,18.0,5
12919,2026-08-22,KPP,SEH,34,23.0,24.0,-1.0,38,23,0.1452991452991453,200,5.666666666666667,86.625,15.8,21.0,5
12919,2026-08-22,SEH,SHRN,38,27.0,23.0,4.0,42,43,0.1623931623931624,196,8.666666666666666,86.625,16.183333333333334,7.0,5
12919,2026-08-22,SHRN,BPL,42,11.0,27.0,-16.0,43,27,0.1794871794871795,192,0.0,86.625,16.916666666666668,71.0,5
12919,2026-08-22,NSZ,BHS,44,145.0,145.0,0.0,50,23,0.18803418803418803,190,34.666666666666664,86.625,17.733333333333334,169.0,5
12919,2026-08-22,BHS,BAQ,50,172.0,145.0,27.0,55,26,0.21367521367521367,184,65.33333333333333,86.625,18.116666666666667,175.0,5
12919,2026-08-22,BAQ,BINA,55,178.0,172.0,6.0,61,59,0.23504273504273504,179,79.0,86.625,18.55,171.0,5
12919,2026-08-22,BINA,LAR,61,176.0,178.0,-2.0,68,44,0.2606837606837607,173,66.0,86.625,19.583333333333332,197.0,5
12919,2026-08-22,LAR,BAB,68,200.0,176.0,24.0,77,40,0.2905982905982906,166,83.33333333333333,86.625,20.266666666666666,196.0,5
12919,2026-08-22,BAB,VGLJ,77,200.0,200.0,0.0,80,36,0.32905982905982906,157,86.33333333333333,86.625,20.933333333333334,189.0,5
12919,2026-08-22,VGLJ,DAA,80,194.0,200.0,-6.0,82,29,0.3418803418803419,154,81.33333333333333,86.625,21.633333333333333,190.0,5
12919,2026-08-22,DAA,DBA,82,204.0,194.0,10.0,85,23,0.3504273504273504,152,81.33333333333333,86.625,22.016666666666666,205.0,5
12919,2026-08-22,DBA,GWL,85,209.0,204.0,5.0,91,32,0.36324786324786323,149,88.0,86.625,22.4,231.0,5
12919,2026-08-22,GWL,MRA,91,235.0,209.0,26.0,97,31,0.3888888888888889,143,99.0,86.625,22.933333333333334,228.0,5
12919,2026-08-22,MRA,DHO,97,238.0,235.0,3.0,101,43,0.41452991452991456,137,101.0,86.625,23.45,221.0,5
12919,2026-08-22,DHO,AGC,101,226.0,238.0,-12.0,105,32,0.43162393162393164,133,85.33333333333333,86.625,0.16666666666666666,231.0,5
12919,2026-08-22,AGC,MTJ,105,238.0,226.0,12.0,113,43,0.44871794871794873,129,93.66666666666667,86.625,0.75,231.0,5
12919,2026-08-22,MTJ,KSV,113,235.0,238.0,-3.0,118,29,0.4829059829059829,121,96.33333333333333,86.625,1.4166666666666667,242.0,5
12919,2026-08-22,KSV,PWL,118,248.0,235.0,13.0,123,66,0.5042735042735043,116,105.0,86.625,1.9,207.0,5
12919,2026-08-22,PWL,BVH,123,210.0,248.0,-38.0,125,18,0.5256410256410257,111,68.66666666666667,86.625,3.0,208.0,5
12919,2026-08-22,BVH,FDB,125,215.0,210.0,5.0,127,11,0.5341880341880342,109,72.66666666666667,86.625,3.3,217.0,5
12919,2026-08-22,FDB,NZM,127,220.0,215.0,5.0,131,21,0.5427350427350427,107,78.0,86.625,3.4833333333333334,218.0,5
12919,2026-08-22,NZM,NDLS,131,225.0,220.0,5.0,135,27,0.5598290598290598,103,89.33333333333333,86.625,3.8333333333333335,211.0,5
12919,2026-08-22,NDLS,SNP,135,216.0,225.0,-9.0,146,55,0.5769230769230769,99,84.66666666666667,86.625,4.5,231.0,5
12919,2026-08-22,SNP,PNP,146,235.0,216.0,19.0,152,30,0.6239316239316239,88,98.33333333333333,86.625,5.2,267.0,5
12919,2026-08-22,PNP,KUN,152,271.0,235.0,36.0,157,24,0.6495726495726496,82,136.66666666666666,86.625,5.7,268.0,5
12919,2026-08-22,KUN,KKDE,157,269.0,271.0,-2.0,162,26,0.6709401709401709,77,139.66666666666666,86.625,6.1,263.0,5
12919,2026-08-22,KKDE,UMB,162,267.0,269.0,-2.0,168,60,0.6923076923076923,72,138.66666666666666,86.625,6.533333333333333,265.0,5
12919,2026-08-22,UMB,SIR,168,268.0,267.0,1.0,174,38,0.717948717948718,66,155.0,86.625,7.583333333333333,273.0,5
12919,2026-08-22,SIR,KNN,174,277.0,268.0,9.0,176,17,0.7435897435897436,60,171.66666666666666,86.625,8.166666666666666,273.0,5
12919,2026-08-22,KNN,LDH,176,273.0,277.0,-4.0,183,75,0.7521367521367521,58,171.0,86.625,8.45,234.0,5
12919,2026-08-22,LDH,JRC,183,238.0,273.0,-35.0,190,53,0.782051282051282,51,130.66666666666666,86.625,9.833333333333334,235.0,5
12919,2026-08-22,JRC,DZA,190,241.0,238.0,3.0,203,68,0.811965811965812,44,146.0,86.625,10.6,216.0,5
12919,2026-08-22,DZA,MEX,203,219.0,241.0,-22.0,206,17,0.8675213675213675,31,129.66666666666666,86.625,11.716666666666667,216.0,5
12919,2026-08-22,MEX,PTKC,206,221.0,219.0,2.0,213,29,0.8803418803418803,28,130.0,86.625,12.0,224.0,5
12919,2026-08-22,PTKC,MSKT,213,229.0,221.0,8.0,217,41,0.9102564102564102,21,138.33333333333334,86.625,12.5,217.0,5
12919,2026-08-22,MSKT,JAT,217,222.0,229.0,-7.0,227,82,0.9273504273504274,17,136.0,86.625,13.166666666666666,275.0,5
12919,2026-08-22,JAT,RMJK,227,289.0,222.0,67.0,231,49,0.9700854700854701,7,138.0,86.625,14.583333333333334,289.0,5
12919,2026-08-22,CRWL,SVDK,233,293.0,293.0,0.0,234,32,0.9957264957264957,1,167.0,86.625,16.0,301.0,5
12920,2026-08-22,CRWL,MCTM,2,19.0,14.0,5.0,3,19,0.00851063829787234,233,7.666666666666667,27.01926444833625,8.85,7.0,5
12920,2026-08-22,MCTM,RMJK,3,16.0,19.0,-3.0,4,16,0.01276595744680851,232,0.75,27.01926444833625,9.166666666666666,12.0,5
12920,2026-08-22,RMJK,JAT,4,15.0,16.0,-1.0,8,56,0.01702127659574468,231,6.916666666666667,27.01926444833625,9.433333333333334,8.0,5
12920,2026-08-22,JAT,MSKT,8,22.0,15.0,7.0,18,75,0.03404255319148936,227,9.75,27.01926444833625,10.5,10.0,5
12920,2026-08-22,MSKT,PTKC,18,17.0,22.0,-5.0,22,40,0.07659574468085106,217,6.916666666666667,27.01926444833625,11.616666666666667,8.0,5
12920,2026-08-22,PTKC,MEX,22,14.0,17.0,-3.0,29,36,0.09361702127659574,213,4.25,27.01926444833625,12.3,13.0,5
12920,2026-08-22,MEX,DZA,29,17.0,14.0,3.0,32,17,0.12340425531914893,206,8.416666666666666,27.01926444833625,12.883333333333333,14.0,5
12920,2026-08-22,DZA,JRC,32,19.0,17.0,2.0,45,67,0.13617021276595745,203,10.083333333333334,27.01926444833625,13.166666666666666,5.0,5
12920,2026-08-22,JRC,LDH,45,9.0,19.0,-10.0,52,50,0.19148936170212766,190,2.1666666666666665,27.01926444833625,14.3,-1.0,5
12920,2026-08-22,LDH,KNN,52,7.0,9.0,-2.0,59,53,0.22127659574468084,183,-0.3333333333333333,27.01926444833625,15.25,-9.0,5
12920,2026-08-22,KNN,SIR,59,3.0,7.0,-4.0,61,16,0.251063829787234,176,-5.5,27.01926444833625,16.0,1.0,5
12920,2026-08-22,SIR,UMB,61,6.0,3.0,3.0,67,46,0.25957446808510637,174,0.16666666666666666,27.01926444833625,16.266666666666666,2.0,5
12920,2026-08-22,UMB,KKDE,67,10.0,6.0,4.0,73,35,0.2851063829787234,168,0.25,27.01926444833625,17.083333333333332,9.0,5
12920,2026-08-22,KKDE,KUN,73,12.0,10.0,2.0,78,25,0.31063829787234043,162,11.181818181818182,27.01926444833625,17.616666666666667,8.0,5
12920,2026-08-22,KUN,PNP,78,12.0,12.0,0.0,83,24,0.33191489361702126,157,12.416666666666666,27.01926444833625,18.033333333333335,15.0,5
12920,2026-08-22,PNP,SNP,83,19.0,12.0,7.0,90,30,0.35319148936170214,152,21.5,27.01926444833625,18.433333333333334,19.0,5
12920,2026-08-22,SNP,SZM,90,24.0,19.0,5.0,99,42,0.3829787234042553,145,25.416666666666668,27.01926444833625,18.933333333333334,13.0,5
12920,2026-08-22,FDB,BVH,109,12.0,12.0,0.0,111,11,0.46382978723404256,126,13.5,27.01926444833625,21.05,8.0,5
12920,2026-08-22,BVH,PWL,111,10.0,12.0,-2.0,113,28,0.4723404255319149,124,13.333333333333334,27.01926444833625,21.233333333333334,-4.0,5
12920,2026-08-22,PWL,KSV,113,2.0,10.0,-8.0,118,28,0.4808510638297872,122,6.333333333333333,27.01926444833625,21.7,-1.0,5
12920,2026-08-22,KSV,MTJ,118,3.0,2.0,1.0,123,30,0.502127659574468,117,9.5,27.01926444833625,22.166666666666668,0.0,5
12920,2026-08-22,MTJ,AGC,123,6.0,3.0,3.0,131,37,0.5234042553191489,112,17.666666666666668,27.01926444833625,22.666666666666668,10.0,5
12920,2026-08-22,AGC,DHO,131,17.0,6.0,11.0,135,58,0.5574468085106383,104,29.166666666666668,27.01926444833625,23.333333333333332,-3.0,5
12920,2026-08-22,DHO,MRA,135,2.0,17.0,-15.0,139,37,0.574468085106383,100,20.333333333333332,27.01926444833625,0.25,-16.0,5
12920,2026-08-22,MRA,GWL,139,3.0,2.0,1.0,145,30,0.5914893617021276,96,12.833333333333334,27.01926444833625,0.8666666666666667,0.0,5
12920,2026-08-22,GWL,DBA,145,6.0,3.0,3.0,151,42,0.6170212765957447,90,22.833333333333332,27.01926444833625,1.3666666666666667,-3.0,5
12920,2026-08-22,DBA,DAA,151,2.0,6.0,-4.0,154,26,0.6425531914893617,84,19.666666666666668,27.01926444833625,2.066666666666667,-2.0,5
12920,2026-08-22,DAA,VGLJ,154,4.0,2.0,2.0,156,37,0.6553191489361702,81,25.75,27.01926444833625,2.5,7.0,5
12920,2026-08-22,VGLJ,BAB,156,11.0,4.0,7.0,159,32,0.6638297872340425,79,20.25,27.01926444833625,3.216666666666667,11.0,5
12920,2026-08-22,BAB,LAR,159,16.0,11.0,5.0,168,44,0.676595744680851,76,25.083333333333332,27.01926444833625,3.65,17.0,5
12920,2026-08-22,LAR,BINA,168,22.0,16.0,6.0,175,69,0.7148936170212766,67,39.083333333333336,27.01926444833625,4.383333333333334,-1.0,5
12920,2026-08-22,BINA,BAQ,175,5.0,22.0,-17.0,181,36,0.7446808510638298,60,25.0,27.01926444833625,5.583333333333333,2.0,5
12920,2026-08-22,BAQ,BHS,181,5.0,5.0,0.0,186,27,0.7702127659574468,54,31.916666666666668,27.01926444833625,6.133333333333334,10.0,5
12920,2026-08-22,BHS,NSZ,186,14.0,5.0,9.0,192,57,0.7914893617021277,49,41.833333333333336,27.01926444833625,6.583333333333333,11.0,5
12920,2026-08-22,SEH,KPP,198,76.0,76.0,0.0,202,27,0.8425531914893617,37,76.41666666666667,27.01926444833625,8.65,69.0,5
12920,2026-08-22,KPP,SJP,202,74.0,76.0,-2.0,204,13,0.8595744680851064,33,78.41666666666667,27.01926444833625,9.1,72.0,5
12920,2026-08-22,SJP,AKD,204,75.0,74.0,1.0,206,15,0.8680851063829788,31,79.25,27.01926444833625,9.333333333333334,70.0,5
12920,2026-08-22,AKD,BCH,206,75.0,75.0,0.0,210,27,0.8765957446808511,29,78.33333333333333,27.01926444833625,9.566666666666666,69.0,5
12920,2026-08-22,BCH,MKC,210,73.0,75.0,-2.0,212,29,0.8936170212765957,25,77.41666666666667,27.01926444833625,10.033333333333333,58.0,5
12920,2026-08-22,MKC,UJN,212,69.0,73.0,-4.0,217,51,0.902127659574468,23,68.83333333333333,27.01926444833625,10.5,51.0,5
12920,2026-08-22,DWX,INDB,223,65.0,65.0,0.0,229,65,0.948936170212766,12,69.83333333333333,27.01926444833625,12.533333333333333,45.0,5
12951,2026-08-22,BVI,ST,18,16.0,16.0,0.0,59,143,0.08411214953271028,196,12.666666666666666,8.097560975609756,17.366666666666667,8.0,5
12951,2026-08-22,ST,BRC,59,13.0,16.0,-3.0,83,83,0.2757009345794392,155,9.5,8.097560975609756,19.8,11.0,5
12951,2026-08-22,BRC,RTM,83,15.0,13.0,2.0,119,199,0.3878504672897196,131,14.333333333333334,8.097560975609756,21.266666666666666,12.0,5
12951,2026-08-22,RTM,NAD,119,15.0,15.0,0.0,124,43,0.5560747663551402,95,5.916666666666667,8.097560975609756,0.4666666666666667,8.0,5
12951,2026-08-22,NAD,KOTA,124,14.0,15.0,-1.0,151,127,0.5794392523364486,90,4.0,8.097560975609756,1.1666666666666667,11.0,5
12952,2026-08-22,KOTA,NAD,64,20.0,20.0,0.0,91,147,0.29906542056074764,150,8.25,5.444444444444445,21.666666666666668,9.0,5
12952,2026-08-22,NAD,RTM,91,12.0,20.0,-8.0,96,33,0.4252336448598131,123,4.083333333333333,5.444444444444445,23.983333333333334,5.0,5
12952,2026-08-22,BRC,ST,132,4.0,4.0,0.0,156,93,0.616822429906542,82,-5.75,5.444444444444445,3.8333333333333335,-2.0,5
12952,2026-08-22,ST,BVI,156,3.0,4.0,-1.0,197,145,0.7289719626168224,58,3.8333333333333335,5.444444444444445,5.3,12.0,5
12952,2026-08-22,BVI,MMCT,197,16.0,3.0,13.0,214,57,0.9205607476635514,17,20.5,5.444444444444445,7.666666666666667,-9.0,5
12919,2026-08-23,INDB,DWX,7,10.0,6.0,4.0,13,46,0.029914529914529916,227,4.25,109.828125,12.25,14.0,6
12919,2026-08-23,DWX,UJN,13,18.0,10.0,8.0,19,54,0.05555555555555555,221,7.0,109.828125,12.883333333333333,27.0,6
12919,2026-08-23,MKC,BCH,24,20.0,20.0,0.0,26,16,0.10256410256410256,210,12.75,109.828125,14.6,18.0,6
12919,2026-08-23,BCH,AKD,26,20.0,20.0,0.0,30,28,0.1111111111111111,208,15.5,109.828125,14.883333333333333,13.0,6
12919,2026-08-23,AKD,SJP,30,16.0,20.0,-4.0,32,13,0.1282051282051282,204,9.75,109.828125,15.333333333333334,13.0,6
12919,2026-08-23,SJP,KPP,32,16.0,16.0,0.0,34,15,0.13675213675213677,202,11.0,109.828125,15.566666666666666,12.0,6
12919,2026-08-23,KPP,SEH,34,16.0,16.0,0.0,38,23,0.1452991452991453,200,8.75,109.828125,15.8,15.0,6
12919,2026-08-23,SEH,SHRN,38,23.0,16.0,7.0,42,43,0.1623931623931624,196,11.75,109.828125,16.183333333333334,8.0,6
12919,2026-08-23,SHRN,BPL,42,13.0,23.0,-10.0,43,27,0.1794871794871795,192,1.75,109.828125,16.916666666666668,18.0,6
12919,2026-08-23,NSZ,BHS,44,41.0,41.0,0.0,50,23,0.18803418803418803,190,56.0,109.828125,17.733333333333334,56.0,6
12919,2026-08-23,BHS,BAQ,50,60.0,41.0,19.0,55,26,0.21367521367521367,184,91.25,109.828125,18.116666666666667,60.0,6
12919,2026-08-23,BAQ,BINA,55,70.0,60.0,10.0,61,59,0.23504273504273504,179,103.0,109.828125,18.55,51.0,6
12919,2026-08-23,BINA,LAR,61,56.0,70.0,-14.0,68,44,0.2606837606837607,173,92.25,109.828125,19.583333333333332,59.0,6
12919,2026-08-23,LAR,BAB,68,61.0,56.0,5.0,77,40,0.2905982905982906,166,111.75,109.828125,20.266666666666666,59.0,6
12919,2026-08-23,BAB,VGLJ,77,63.0,61.0,2.0,80,36,0.32905982905982906,157,113.75,109.828125,20.933333333333334,62.0,6
12919,2026-08-23,VGLJ,DAA,80,70.0,63.0,7.0,82,29,0.3418803418803419,154,108.25,109.828125,21.633333333333333,64.0,6
12919,2026-08-23,DAA,DBA,82,71.0,70.0,1.0,85,23,0.3504273504273504,152,108.5,109.828125,22.016666666666666,69.0,6
12919,2026-08-23,DBA,GWL,85,78.0,71.0,7.0,91,32,0.36324786324786323,149,117.25,109.828125,22.4,112.0,6
12919,2026-08-23,GWL,MRA,91,125.0,78.0,47.0,97,31,0.3888888888888889,143,132.0,109.828125,22.933333333333334,128.0,6
12919,2026-08-23,MRA,DHO,97,132.0,125.0,7.0,101,43,0.41452991452991456,137,132.75,109.828125,23.45,113.0,6
12919,2026-08-23,DHO,AGC,101,113.0,132.0,-19.0,105,32,0.43162393162393164,133,119.25,109.828125,0.16666666666666666,124.0,6
12919,2026-08-23,AGC,MTJ,105,133.0,113.0,20.0,113,43,0.44871794871794873,129,128.0,109.828125,0.75,129.0,6
12919,2026-08-23,MTJ,KSV,113,137.0,133.0,4.0,118,29,0.4829059829059829,121,130.0,109.828125,1.4166666666666667,144.0,6
12919,2026-08-23,KSV,PWL,118,148.0,137.0,11.0,123,66,0.5042735042735043,116,139.25,109.828125,1.9,109.0,6
12919,2026-08-23,PWL,BVH,123,115.0,148.0,-33.0,125,18,0.5256410256410257,111,103.25,109.828125,3.0,117.0,6
12919,2026-08-23,BVH,FDB,125,121.0,115.0,6.0,127,11,0.5341880341880342,109,106.5,109.828125,3.3,142.0,6
12919,2026-08-23,FDB,NZM,127,146.0,121.0,25.0,131,21,0.5427350427350427,107,112.75,109.828125,3.4833333333333334,176.0,6
12919,2026-08-23,NZM,NDLS,131,183.0,146.0,37.0,135,27,0.5598290598290598,103,121.5,109.828125,3.8333333333333335,184.0,6
12919,2026-08-23,NDLS,SNP,135,196.0,183.0,13.0,146,55,0.5769230769230769,99,116.25,109.828125,4.5,206.0,6
12919,2026-08-23,SNP,PNP,146,209.0,196.0,13.0,152,30,0.6239316239316239,88,131.5,109.828125,5.2,215.0,6
12919,2026-08-23,PNP,KUN,152,218.0,209.0,9.0,157,24,0.6495726495726496,82,169.25,109.828125,5.7,217.0,6
12919,2026-08-23,KUN,KKDE,157,216.0,218.0,-2.0,162,26,0.6709401709401709,77,171.75,109.828125,6.1,211.0,6
12919,2026-08-23,KKDE,UMB,162,215.0,216.0,-1.0,168,60,0.6923076923076923,72,169.75,109.828125,6.533333333333333,195.0,6
12919,2026-08-23,UMB,SIR,168,213.0,215.0,-2.0,174,38,0.717948717948718,66,182.5,109.828125,7.583333333333333,222.0,6
12919,2026-08-23,SIR,KNN,174,226.0,213.0,13.0,176,17,0.7435897435897436,60,197.0,109.828125,8.166666666666666,222.0,6
12919,2026-08-23,KNN,LDH,176,223.0,226.0,-3.0,183,75,0.7521367521367521,58,196.5,109.828125,8.45,183.0,6
12919,2026-08-23,LDH,JRC,183,202.0,223.0,-21.0,190,53,0.782051282051282,51,156.5,109.828125,9.833333333333334,203.0,6
12919,2026-08-23,JRC,DZA,190,208.0,202.0,6.0,203,68,0.811965811965812,44,168.25,109.828125,10.6,181.0,6
12919,2026-08-23,DZA,MEX,203,185.0,208.0,-23.0,206,17,0.8675213675213675,31,151.25,109.828125,11.716666666666667,181.0,6
12919,2026-08-23,MEX,PTKC,206,187.0,185.0,2.0,213,29,0.8803418803418803,28,151.5,109.828125,12.0,188.0,6
12919,2026-08-23,PTKC,MSKT,213,193.0,187.0,6.0,217,41,0.9102564102564102,21,159.75,109.828125,12.5,180.0,6
12919,2026-08-23,MSKT,JAT,217,186.0,193.0,-7.0,227,82,0.9273504273504274,17,156.25,109.828125,13.166666666666666,170.0,6
12919,2026-08-23,JAT,RMJK,227,178.0,186.0,-8.0,231,49,0.9700854700854701,7,172.25,109.828125,14.583333333333334,219.0,6
12919,2026-08-23,CRWL,SVDK,233,254.0,254.0,0.0,234,32,0.9957264957264957,1,197.0,109.828125,16.0,247.0,6
12920,2026-08-23,CRWL,MCTM,2,20.0,5.0,15.0,3,19,0.00851063829787234,233,8.153846153846153,26.223300970873787,8.85,11.0,6
12920,2026-08-23,MCTM,RMJK,3,21.0,20.0,1.0,4,16,0.01276595744680851,232,1.2307692307692308,26.223300970873787,9.166666666666666,15.0,6
12920,2026-08-23,RMJK,JAT,4,18.0,21.0,-3.0,8,56,0.01702127659574468,231,7.3076923076923075,26.223300970873787,9.433333333333334,10.0,6
12920,2026-08-23,JAT,MSKT,8,10.0,18.0,-8.0,18,75,0.03404255319148936,227,9.615384615384615,26.223300970873787,10.5,-1.0,6
12920,2026-08-23,MSKT,PTKC,18,5.0,10.0,-5.0,22,40,0.07659574468085106,217,7.153846153846154,26.223300970873787,11.616666666666667,-1.0,6
12920,2026-08-23,PTKC,MEX,22,4.0,5.0,-1.0,29,36,0.09361702127659574,213,4.538461538461538,26.223300970873787,12.3,2.0,6
12920,2026-08-23,MEX,DZA,29,7.0,4.0,3.0,32,17,0.12340425531914893,206,8.76923076923077,26.223300970873787,12.883333333333333,4.0,6
12920,2026-08-23,DZA,JRC,32,6.0,7.0,-1.0,45,67,0.13617021276595745,203,10.384615384615385,26.223300970873787,13.166666666666666,-2.0,6
12920,2026-08-23,JRC,LDH,45,7.0,6.0,1.0,52,50,0.19148936170212766,190,2.3846153846153846,26.223300970873787,14.3,3.0,6
12920,2026-08-23,LDH,KNN,52,7.0,7.0,0.0,59,53,0.22127659574468084,183,-0.38461538461538464,26.223300970873787,15.25,5.0,6
12920,2026-08-23,KNN,SIR,59,9.0,7.0,2.0,61,16,0.251063829787234,176,-5.769230769230769,26.223300970873787,16.0,4.0,6
12920,2026-08-23,SIR,UMB,61,10.0,9.0,1.0,67,46,0.25957446808510637,174,0.23076923076923078,26.223300970873787,16.266666666666666,4.0,6
12920,2026-08-23,UMB,KKDE,67,9.0,10.0,-1.0,73,35,0.2851063829787234,168,0.38461538461538464,26.223300970873787,17.083333333333332,7.0,6
12920,2026-08-23,KKDE,KUN,73,11.0,9.0,2.0,78,25,0.31063829787234043,162,11.0,26.223300970873787,17.616666666666667,17.0,6
12920,2026-08-23,KUN,PNP,78,22.0,11.0,11.0,83,24,0.33191489361702126,157,12.076923076923077,26.223300970873787,18.033333333333335,24.0,6
12920,2026-08-23,PNP,SNP,83,28.0,22.0,6.0,90,30,0.35319148936170214,152,21.0,26.223300970873787,18.433333333333334,27.0,6
12920,2026-08-23,SNP,SZM,90,31.0,28.0,3.0,99,42,0.3829787234042553,145,24.923076923076923,26.223300970873787,18.933333333333334,20.0,6
12920,2026-08-23,FDB,BVH,109,8.0,8.0,0.0,111,11,0.46382978723404256,126,13.076923076923077,26.223300970873787,21.05,5.0,6
12920,2026-08-23,BVH,PWL,111,9.0,8.0,1.0,113,28,0.4723404255319149,124,12.923076923076923,26.223300970873787,21.233333333333334,-6.0,6
