train_number,journey_date,current_station,next_station,station_sequence,current_departure_delay,previous_departure_delay,next_station_sequence,scheduled_travel_time,target_arrival_delay,day_of_week
12919,2026-08-27,BAB,VGLJ,77,219.0,217.0,80,36.0,207.0,3
12919,2026-08-27,VGLJ,DAA,80,213.0,219.0,82,29.0,213.0,3
12919,2026-08-27,DAA,DBA,82,221.0,213.0,85,23.0,218.0,3
12919,2026-08-27,DBA,GWL,85,223.0,221.0,91,32.0,221.0,3
12919,2026-08-27,GWL,MRA,91,225.0,223.0,97,31.0,218.0,3
12919,2026-08-27,MRA,DHO,97,222.0,225.0,101,43.0,201.0,3
12919,2026-08-27,DHO,AGC,101,205.0,222.0,105,32.0,230.0,3
12919,2026-08-27,AGC,MTJ,105,239.0,205.0,113,43.0,235.0,3
12919,2026-08-27,MTJ,KSV,113,238.0,239.0,118,29.0,239.0,3
12919,2026-08-27,KSV,PWL,118,246.0,238.0,123,66.0,204.0,3
12919,2026-08-27,PWL,BVH,123,211.0,246.0,125,18.0,209.0,3
12919,2026-08-27,FDB,NZM,127,226.0,226.0,131,21.0,227.0,3
12919,2026-08-27,NZM,NDLS,131,231.0,226.0,135,27.0,225.0,3
12919,2026-08-27,NDLS,SNP,135,240.0,231.0,146,55.0,258.0,3
12919,2026-08-27,SNP,PNP,146,260.0,240.0,152,30.0,291.0,3
12919,2026-08-27,PNP,KUN,152,290.0,260.0,157,24.0,287.0,3
12919,2026-08-27,KUN,KKDE,157,290.0,290.0,162,26.0,283.0,3
12919,2026-08-27,KKDE,UMB,162,288.0,290.0,168,60.0,269.0,3
12919,2026-08-27,UMB,SIR,168,286.0,288.0,174,38.0,302.0,3
12919,2026-08-27,SIR,KNN,174,306.0,286.0,176,17.0,311.0,3
12919,2026-08-27,KNN,LDH,176,315.0,306.0,183,75.0,277.0,3
12919,2026-08-27,LDH,JRC,183,281.0,315.0,190,53.0,280.0,3
12919,2026-08-27,JRC,DZA,190,285.0,281.0,203,68.0,264.0,3
12919,2026-08-27,DZA,MEX,203,267.0,285.0,206,17.0,266.0,3
12919,2026-08-27,MEX,PTKC,206,269.0,267.0,213,29.0,271.0,3
12919,2026-08-27,PTKC,MSKT,213,274.0,269.0,217,41.0,264.0,3
12919,2026-08-27,MSKT,JAT,217,270.0,274.0,227,82.0,277.0,3
12919,2026-08-27,JAT,RMJK,227,280.0,270.0,231,49.0,281.0,3
12919,2026-08-27,CRWL,SVDK,233,287.0,287.0,234,32.0,275.0,3
12919,2026-08-28,INDB,DWX,7,15.0,4.0,13,46.0,10.0,4
12919,2026-08-28,DWX,UJN,13,14.0,15.0,19,54.0,-7.0,4
12919,2026-08-28,MKC,BCH,24,14.0,14.0,26,16.0,14.0,4
12919,2026-08-28,BCH,AKD,26,15.0,14.0,30,28.0,9.0,4
12919,2026-08-28,AKD,SJP,30,12.0,15.0,32,13.0,10.0,4
12919,2026-08-28,SJP,KPP,32,15.0,12.0,34,15.0,9.0,4
12919,2026-08-28,KPP,SEH,34,13.0,15.0,38,23.0,10.0,4
12919,2026-08-28,SEH,SHRN,38,17.0,13.0,42,43.0,-3.0,4
12919,2026-08-28,SHRN,BPL,42,4.0,17.0,43,27.0,10.0,4
12919,2026-08-28,NSZ,BHS,44,49.0,49.0,50,23.0,64.0,4
12919,2026-08-28,BHS,BAQ,50,70.0,49.0,55,26.0,76.0,4
12919,2026-08-28,BAQ,BINA,55,79.0,70.0,61,59.0,60.0,4
12919,2026-08-28,BINA,LAR,61,66.0,79.0,68,44.0,68.0,4
12919,2026-08-28,LAR,BAB,68,73.0,66.0,77,40.0,68.0,4
12919,2026-08-28,BAB,VGLJ,77,72.0,73.0,80,36.0,62.0,4
12919,2026-08-28,VGLJ,DAA,80,67.0,72.0,82,29.0,67.0,4
12919,2026-08-28,DAA,DBA,82,71.0,67.0,85,23.0,67.0,4
12919,2026-08-28,DBA,GWL,85,71.0,71.0,91,32.0,69.0,4
12919,2026-08-28,GWL,MRA,91,73.0,71.0,97,31.0,66.0,4
12919,2026-08-28,MRA,DHO,97,69.0,73.0,101,43.0,48.0,4
12919,2026-08-28,DHO,AGC,101,52.0,69.0,105,32.0,55.0,4
12919,2026-08-28,AGC,MTJ,105,62.0,52.0,113,43.0,65.0,4
12919,2026-08-28,MTJ,KSV,113,71.0,62.0,118,29.0,70.0,4
12919,2026-08-28,KSV,PWL,118,76.0,71.0,123,66.0,34.0,4
12919,2026-08-28,PWL,BVH,123,38.0,76.0,125,18.0,38.0,4
12919,2026-08-28,BVH,FDB,125,45.0,38.0,127,11.0,50.0,4
12919,2026-08-28,FDB,NZM,127,53.0,45.0,131,21.0,68.0,4
12919,2026-08-28,NZM,NDLS,131,74.0,53.0,135,27.0,64.0,4
12919,2026-08-28,NDLS,SNP,135,71.0,74.0,146,55.0,111.0,4
12919,2026-08-28,SNP,PNP,146,115.0,71.0,152,30.0,159.0,4
12919,2026-08-28,PNP,KUN,152,162.0,115.0,157,24.0,176.0,4
12919,2026-08-28,KUN,KKDE,157,179.0,162.0,162,26.0,196.0,4
12919,2026-08-28,KKDE,UMB,162,202.0,179.0,168,60.0,195.0,4
12919,2026-08-28,UMB,SIR,168,205.0,202.0,174,38.0,220.0,4
12919,2026-08-28,SIR,KNN,174,223.0,205.0,176,17.0,219.0,4
12919,2026-08-28,KNN,LDH,176,222.0,223.0,183,75.0,177.0,4
12919,2026-08-28,LDH,JRC,183,187.0,222.0,190,53.0,182.0,4
12919,2026-08-28,JRC,DZA,190,187.0,187.0,203,68.0,162.0,4
12919,2026-08-28,DZA,MEX,203,166.0,187.0,206,17.0,164.0,4
12919,2026-08-28,MEX,PTKC,206,169.0,166.0,213,29.0,172.0,4
12919,2026-08-28,PTKC,MSKT,213,178.0,169.0,217,41.0,169.0,4
12919,2026-08-28,MSKT,JAT,217,176.0,178.0,227,82.0,243.0,4
12919,2026-08-28,JAT,RMJK,227,265.0,176.0,231,49.0,283.0,4
12919,2026-08-28,CRWL,SVDK,233,293.0,293.0,234,32.0,281.0,4
12919,2026-08-29,INDB,DWX,7,6.0,4.0,13,46.0,0.0,5
12919,2026-08-29,DWX,UJN,13,4.0,6.0,19,54.0,13.0,5
12919,2026-08-29,MKC,BCH,24,4.0,4.0,26,16.0,1.0,5
12919,2026-08-29,BCH,AKD,26,4.0,4.0,30,28.0,0.0,5
12919,2026-08-29,AKD,SJP,30,3.0,4.0,32,13.0,-1.0,5
12919,2026-08-29,SJP,KPP,32,3.0,3.0,34,15.0,-2.0,5
12919,2026-08-29,KPP,SEH,34,3.0,3.0,38,23.0,-1.0,5
12919,2026-08-29,SEH,SHRN,38,8.0,3.0,42,43.0,-10.0,5
12919,2026-08-29,SHRN,BPL,42,5.0,8.0,43,27.0,-1.0,5
12919,2026-08-29,NSZ,BHS,44,86.0,86.0,50,23.0,105.0,5
12919,2026-08-29,BHS,BAQ,50,117.0,86.0,55,26.0,115.0,5
12919,2026-08-29,BAQ,BINA,55,119.0,117.0,61,59.0,104.0,5
12919,2026-08-29,BINA,LAR,61,112.0,119.0,68,44.0,127.0,5
12919,2026-08-29,LAR,BAB,68,131.0,112.0,77,40.0,127.0,5
12919,2026-08-29,BAB,VGLJ,77,131.0,131.0,80,36.0,114.0,5
12919,2026-08-29,VGLJ,DAA,80,121.0,131.0,82,29.0,121.0,5
12919,2026-08-29,DAA,DBA,82,133.0,121.0,85,23.0,129.0,5
12919,2026-08-29,DBA,GWL,85,133.0,133.0,91,32.0,130.0,5
12919,2026-08-29,GWL,MRA,91,134.0,133.0,97,31.0,128.0,5
12919,2026-08-29,MRA,DHO,97,131.0,134.0,101,43.0,109.0,5
12919,2026-08-29,DHO,AGC,101,113.0,131.0,105,32.0,119.0,5
12919,2026-08-29,AGC,MTJ,105,127.0,113.0,113,43.0,122.0,5
12919,2026-08-29,MTJ,KSV,113,126.0,127.0,118,29.0,122.0,5
12919,2026-08-29,KSV,PWL,118,129.0,126.0,123,66.0,88.0,5
12919,2026-08-29,PWL,BVH,123,92.0,129.0,125,18.0,89.0,5
12919,2026-08-29,BVH,FDB,125,96.0,92.0,127,11.0,99.0,5
12919,2026-08-29,FDB,NZM,127,103.0,96.0,131,21.0,111.0,5
12919,2026-08-29,NZM,NDLS,131,117.0,103.0,135,27.0,113.0,5
12919,2026-08-29,NDLS,SNP,135,123.0,117.0,146,55.0,126.0,5
12919,2026-08-29,SNP,PNP,146,144.0,123.0,152,30.0,232.0,5
12919,2026-08-29,PNP,KUN,152,236.0,144.0,157,24.0,232.0,5
12919,2026-08-29,KUN,KKDE,157,235.0,236.0,162,26.0,229.0,5
12919,2026-08-29,KKDE,UMB,162,234.0,235.0,168,60.0,209.0,5
12919,2026-08-29,UMB,SIR,168,218.0,234.0,174,38.0,226.0,5
12919,2026-08-29,SIR,KNN,174,230.0,218.0,176,17.0,225.0,5
12919,2026-08-29,KNN,LDH,176,227.0,230.0,183,75.0,185.0,5
12919,2026-08-29,LDH,JRC,183,192.0,227.0,190,53.0,191.0,5
12919,2026-08-29,JRC,DZA,190,198.0,192.0,203,68.0,171.0,5
12919,2026-08-29,DZA,MEX,203,176.0,198.0,206,17.0,174.0,5
12919,2026-08-29,MEX,PTKC,206,178.0,176.0,213,29.0,180.0,5
12919,2026-08-29,PTKC,MSKT,213,184.0,178.0,217,41.0,174.0,5
12919,2026-08-29,MSKT,JAT,217,179.0,184.0,227,82.0,216.0,5
12919,2026-08-29,JAT,RMJK,227,221.0,179.0,231,49.0,242.0,5
12919,2026-08-29,CRWL,SVDK,233,284.0,284.0,234,32.0,299.0,5
12919,2026-09-06,INDB,DWX,7,5.0,0.0,13,46.0,1.0,6
12919,2026-09-06,DWX,UJN,13,2.0,5.0,19,54.0,-11.0,6
12919,2026-09-06,UJN,MKC,19,5.0,2.0,24,50.0,1.0,6
12919,2026-09-06,MKC,BCH,24,1.0,5.0,26,16.0,2.0,6
12919,2026-09-06,BCH,AKD,26,2.0,1.0,30,28.0,-2.0,6
12919,2026-09-06,AKD,SJP,30,0.0,2.0,32,13.0,1.0,6
12919,2026-09-06,SJP,KPP,32,1.0,0.0,34,15.0,0.0,6
12919,2026-09-06,KPP,SEH,34,1.0,1.0,38,23.0,2.0,6
12919,2026-09-06,SEH,SHRN,38,4.0,1.0,42,43.0,-9.0,6
12919,2026-09-06,SHRN,BPL,42,1.0,4.0,43,27.0,16.0,6
12919,2026-09-06,BPL,NSZ,43,28.0,1.0,44,22.0,26.0,6
12919,2026-09-06,NSZ,BHS,44,27.0,28.0,50,23.0,43.0,6
12919,2026-09-06,BHS,BAQ,50,43.0,27.0,55,26.0,49.0,6
12919,2026-09-06,BAQ,BINA,55,49.0,43.0,61,59.0,43.0,6
12919,2026-09-06,BINA,LAR,61,63.0,49.0,68,44.0,79.0,6
12919,2026-09-06,LAR,BAB,68,82.0,63.0,77,40.0,86.0,6
12919,2026-09-06,BAB,VGLJ,77,86.0,82.0,80,36.0,75.0,6
12919,2026-09-06,VGLJ,DAA,80,76.0,86.0,82,29.0,80.0,6
12919,2026-09-06,DAA,DBA,82,95.0,76.0,85,23.0,96.0,6
12919,2026-09-06,DBA,GWL,85,97.0,95.0,91,32.0,99.0,6
12919,2026-09-06,GWL,MRA,91,100.0,97.0,97,31.0,96.0,6
12919,2026-09-06,MRA,DHO,97,96.0,100.0,101,43.0,78.0,6
12919,2026-09-06,DHO,AGC,101,79.0,96.0,105,32.0,94.0,6
12919,2026-09-06,AGC,MTJ,105,95.0,79.0,113,43.0,107.0,6
12919,2026-09-06,MTJ,KSV,113,108.0,95.0,118,29.0,110.0,6
12919,2026-09-06,KSV,PWL,118,120.0,108.0,123,66.0,122.0,6
12919,2026-09-06,PWL,BVH,123,131.0,120.0,125,18.0,134.0,6
12919,2026-09-06,NZM,NDLS,131,164.0,164.0,135,27.0,169.0,6
12919,2026-09-06,NDLS,SNP,135,173.0,164.0,146,55.0,186.0,6
12919,2026-09-06,SNP,PNP,146,185.0,173.0,153,30.0,218.0,6
12919,2026-09-06,PNP,KUN,153,219.0,185.0,158,24.0,217.0,6
12919,2026-09-06,KUN,KKDE,158,217.0,219.0,163,26.0,229.0,6
12919,2026-09-06,KKDE,UMB,163,259.0,217.0,169,60.0,241.0,6
12919,2026-09-06,UMB,SIR,169,244.0,259.0,175,38.0,252.0,6
12919,2026-09-06,SIR,KNN,175,252.0,244.0,177,17.0,260.0,6
12919,2026-09-06,KNN,LDH,177,259.0,252.0,184,75.0,228.0,6
12919,2026-09-06,LDH,JRC,184,227.0,259.0,191,53.0,233.0,6
12919,2026-09-06,JRC,DZA,191,233.0,227.0,204,68.0,214.0,6
12919,2026-09-06,DZA,MEX,204,214.0,233.0,207,17.0,216.0,6
12919,2026-09-06,MEX,PTKC,207,216.0,214.0,214,29.0,223.0,6
12919,2026-09-06,PTKC,MSKT,214,223.0,216.0,218,41.0,217.0,6
12919,2026-09-06,MSKT,JAT,218,217.0,223.0,228,82.0,243.0,6
12919,2026-09-06,JAT,RMJK,228,272.0,217.0,232,49.0,289.0,6
12919,2026-09-06,RMJK,MCTM,232,289.0,272.0,233,24.0,284.0,6
12919,2026-09-06,MCTM,CRWL,233,284.0,289.0,234,15.0,288.0,6
12919,2026-09-06,CRWL,SVDK,234,288.0,284.0,235,32.0,280.0,6
12919,2026-09-07,INDB,DWX,7,2.0,1.0,13,46.0,8.0,0
12919,2026-09-07,DWX,UJN,13,7.0,2.0,19,54.0,-8.0,0
12919,2026-09-07,MKC,BCH,24,7.0,7.0,26,16.0,7.0,0
12919,2026-09-07,BCH,AKD,26,7.0,7.0,30,28.0,2.0,0
12919,2026-09-07,AKD,SJP,30,2.0,7.0,32,13.0,3.0,0
12919,2026-09-07,SJP,KPP,32,3.0,2.0,34,15.0,2.0,0
12919,2026-09-07,KPP,SEH,34,2.0,3.0,38,23.0,6.0,0
12919,2026-09-07,SEH,SHRN,38,7.0,2.0,42,43.0,-11.0,0
12919,2026-09-07,SHRN,BPL,42,1.0,7.0,43,27.0,10.0,0
12919,2026-09-07,BPL,NSZ,43,29.0,1.0,44,22.0,27.0,0
12919,2026-09-07,NSZ,BHS,44,27.0,29.0,50,23.0,43.0,0
12919,2026-09-07,BHS,BAQ,50,46.0,27.0,55,26.0,54.0,0
12919,2026-09-07,BAQ,BINA,55,54.0,46.0,61,59.0,47.0,0
12919,2026-09-07,BINA,LAR,61,47.0,54.0,68,44.0,56.0,0
12919,2026-09-07,LAR,BAB,68,58.0,47.0,77,40.0,61.0,0
12919,2026-09-07,BAB,VGLJ,77,61.0,58.0,80,36.0,49.0,0
12919,2026-09-07,VGLJ,DAA,80,50.0,61.0,82,29.0,56.0,0
12919,2026-09-07,DAA,DBA,82,57.0,50.0,85,23.0,57.0,0
12919,2026-09-07,DBA,GWL,85,59.0,57.0,91,32.0,63.0,0
12919,2026-09-07,GWL,MRA,91,61.0,59.0,97,31.0,66.0,0
12919,2026-09-07,MRA,DHO,97,66.0,61.0,101,43.0,49.0,0
12919,2026-09-07,DHO,AGC,101,49.0,66.0,105,32.0,63.0,0
12919,2026-09-07,AGC,MTJ,105,63.0,49.0,113,43.0,64.0,0
12919,2026-09-07,MTJ,KSV,113,66.0,63.0,118,29.0,67.0,0
12919,2026-09-07,KSV,PWL,118,71.0,66.0,123,66.0,45.0,0
12919,2026-09-07,PWL,BVH,123,46.0,71.0,125,18.0,54.0,0
12919,2026-09-07,NZM,NDLS,131,79.0,79.0,135,27.0,71.0,0
12919,2026-09-07,NDLS,SNP,135,73.0,79.0,146,55.0,100.0,0
12919,2026-09-07,SNP,PNP,146,100.0,73.0,153,30.0,115.0,0
12919,2026-09-07,PNP,KUN,153,116.0,100.0,158,24.0,116.0,0
12919,2026-09-07,KUN,KKDE,158,117.0,116.0,163,26.0,118.0,0
12919,2026-09-07,KKDE,UMB,163,118.0,117.0,169,60.0,94.0,0
12919,2026-09-07,UMB,SIR,169,97.0,118.0,175,38.0,109.0,0
12919,2026-09-07,LDH,JRC,184,73.0,73.0,191,53.0,79.0,0
12919,2026-09-07,JRC,DZA,191,80.0,73.0,204,68.0,61.0,0
12919,2026-09-07,DZA,MEX,204,61.0,80.0,207,17.0,62.0,0
12919,2026-09-07,MEX,PTKC,207,62.0,61.0,214,29.0,68.0,0
12919,2026-09-07,JAT,RMJK,228,55.0,55.0,232,49.0,71.0,0
12919,2026-09-07,RMJK,MCTM,232,71.0,55.0,233,24.0,63.0,0
12919,2026-09-07,MCTM,CRWL,233,64.0,71.0,234,15.0,67.0,0
12919,2026-09-07,CRWL,SVDK,234,72.0,64.0,235,32.0,62.0,0
12919,2026-09-08,INDB,DWX,7,3.0,0.0,13,46.0,12.0,1
12919,2026-09-08,DWX,UJN,13,12.0,3.0,19,54.0,0.0,1
12919,2026-09-08,UJN,MKC,19,14.0,12.0,24,50.0,12.0,1
12919,2026-09-08,MKC,BCH,24,12.0,14.0,26,16.0,14.0,1
12919,2026-09-08,BCH,AKD,26,14.0,12.0,30,28.0,9.0,1
12919,2026-09-08,AKD,SJP,30,10.0,14.0,32,13.0,11.0,1
12919,2026-09-08,SJP,KPP,32,11.0,10.0,34,15.0,9.0,1
12919,2026-09-08,KPP,SEH,34,10.0,11.0,38,23.0,12.0,1
12919,2026-09-08,SEH,SHRN,38,14.0,10.0,42,43.0,-1.0,1
12919,2026-09-08,SHRN,BPL,42,0.0,14.0,43,27.0,16.0,1
12919,2026-09-08,LAR,BAB,68,63.0,63.0,77,40.0,66.0,1
12919,2026-09-08,BAB,VGLJ,77,67.0,63.0,80,36.0,55.0,1
12919,2026-09-08,VGLJ,DAA,80,55.0,67.0,82,29.0,60.0,1
12919,2026-09-08,DAA,DBA,82,60.0,55.0,85,23.0,60.0,1
12919,2026-09-08,DBA,GWL,85,60.0,60.0,91,32.0,63.0,1
12919,2026-09-08,GWL,MRA,91,61.0,60.0,97,31.0,66.0,1
12919,2026-09-08,MRA,DHO,97,69.0,61.0,101,43.0,56.0,1
12919,2026-09-08,DHO,AGC,101,56.0,69.0,105,32.0,68.0,1
12919,2026-09-08,AGC,MTJ,105,68.0,56.0,113,43.0,69.0,1
12919,2026-09-08,MTJ,KSV,113,71.0,68.0,118,29.0,75.0,1
12919,2026-09-08,KSV,PWL,118,75.0,71.0,123,66.0,52.0,1
12919,2026-09-08,PWL,BVH,123,52.0,75.0,125,18.0,56.0,1
12919,2026-09-08,NZM,NDLS,131,68.0,68.0,135,27.0,66.0,1
12919,2026-09-08,NDLS,SNP,135,69.0,68.0,146,55.0,102.0,1
12919,2026-09-08,SNP,PNP,146,102.0,69.0,153,30.0,118.0,1
12919,2026-09-08,PNP,KUN,153,119.0,102.0,158,24.0,120.0,1
12919,2026-09-08,KUN,KKDE,158,119.0,119.0,163,26.0,201.0,1
12919,2026-09-08,KKDE,UMB,163,200.0,119.0,169,60.0,203.0,1
12919,2026-09-08,UMB,SIR,169,217.0,200.0,175,38.0,228.0,1
12919,2026-09-08,SIR,KNN,175,228.0,217.0,177,17.0,229.0,1
12919,2026-09-08,KNN,LDH,177,241.0,228.0,184,75.0,205.0,1
12919,2026-09-08,LDH,JRC,184,223.0,241.0,191,53.0,236.0,1
12919,2026-09-08,JRC,DZA,191,236.0,223.0,204,68.0,216.0,1
12919,2026-09-08,DZA,MEX,204,216.0,236.0,207,17.0,217.0,1
12919,2026-09-08,MEX,PTKC,207,218.0,216.0,214,29.0,223.0,1
12919,2026-09-08,PTKC,MSKT,214,222.0,218.0,218,41.0,215.0,1
12919,2026-09-08,MSKT,JAT,218,224.0,222.0,228,82.0,279.0,1
12919,2026-09-08,JAT,RMJK,228,294.0,224.0,232,49.0,309.0,1
12919,2026-09-08,RMJK,MCTM,232,319.0,294.0,233,24.0,311.0,1
12919,2026-09-08,MCTM,CRWL,233,312.0,319.0,234,15.0,315.0,1
12919,2026-09-08,CRWL,SVDK,234,314.0,312.0,235,32.0,304.0,1
12919,2026-09-09,INDB,DWX,7,5.0,1.0,13,46.0,2.0,2
12919,2026-09-09,DWX,UJN,13,2.0,5.0,19,54.0,-7.0,2
12919,2026-09-09,UJN,MKC,19,11.0,2.0,24,50.0,8.0,2
12919,2026-09-09,MKC,BCH,24,9.0,11.0,26,16.0,10.0,2
12919,2026-09-09,BCH,AKD,26,11.0,9.0,30,28.0,9.0,2
12919,2026-09-09,AKD,SJP,30,10.0,11.0,32,13.0,11.0,2
12919,2026-09-09,SJP,KPP,32,11.0,10.0,34,15.0,9.0,2
12919,2026-09-09,KPP,SEH,34,10.0,11.0,38,23.0,10.0,2
12919,2026-09-09,SEH,SHRN,38,12.0,10.0,42,43.0,-4.0,2
12919,2026-09-09,SHRN,BPL,42,0.0,12.0,43,27.0,12.0,2
12919,2026-09-09,BPL,NSZ,43,30.0,0.0,44,22.0,28.0,2
12919,2026-09-09,NSZ,BHS,44,28.0,30.0,50,23.0,52.0,2
12919,2026-09-09,BHS,BAQ,50,65.0,28.0,55,26.0,69.0,2
12919,2026-09-09,BAQ,BINA,55,69.0,65.0,61,59.0,87.0,2
12919,2026-09-09,BINA,LAR,61,93.0,69.0,68,44.0,111.0,2
12919,2026-09-09,LAR,BAB,68,117.0,93.0,77,40.0,116.0,2
12919,2026-09-09,BAB,VGLJ,77,116.0,117.0,80,36.0,123.0,2
12919,2026-09-09,VGLJ,DAA,80,127.0,116.0,82,29.0,132.0,2
12919,2026-09-09,DAA,DBA,82,133.0,127.0,85,23.0,143.0,2
12919,2026-09-09,DBA,GWL,85,143.0,133.0,91,32.0,151.0,2
12919,2026-09-09,GWL,MRA,91,153.0,143.0,97,31.0,169.0,2
12919,2026-09-09,MRA,DHO,97,170.0,153.0,101,43.0,179.0,2
12919,2026-09-09,DHO,AGC,101,180.0,170.0,105,32.0,197.0,2
12919,2026-09-09,AGC,MTJ,105,196.0,180.0,113,43.0,196.0,2
12919,2026-09-09,MTJ,KSV,113,200.0,196.0,118,29.0,203.0,2
12919,2026-09-09,KSV,PWL,118,203.0,200.0,123,66.0,174.0,2
12919,2026-09-09,PWL,BVH,123,174.0,203.0,125,18.0,177.0,2
12919,2026-09-09,NZM,NDLS,131,186.0,186.0,135,27.0,191.0,2
12919,2026-09-09,NDLS,SNP,135,187.0,186.0,146,55.0,202.0,2
12919,2026-09-09,SNP,PNP,146,202.0,187.0,153,30.0,245.0,2
12919,2026-09-09,PNP,KUN,153,245.0,202.0,158,24.0,252.0,2
12919,2026-09-09,KUN,KKDE,158,251.0,245.0,163,26.0,250.0,2
12919,2026-09-09,KKDE,UMB,163,250.0,251.0,169,60.0,232.0,2
12919,2026-09-09,UMB,SIR,169,232.0,250.0,175,38.0,240.0,2
12919,2026-09-09,SIR,KNN,175,239.0,232.0,177,17.0,239.0,2
12919,2026-09-09,KNN,LDH,177,239.0,239.0,184,75.0,199.0,2
12919,2026-09-09,LDH,JRC,184,200.0,239.0,191,53.0,211.0,2
12919,2026-09-09,JRC,DZA,191,212.0,200.0,204,68.0,193.0,2
12919,2026-09-09,DZA,MEX,204,193.0,212.0,207,17.0,194.0,2
12919,2026-09-09,MEX,PTKC,207,195.0,193.0,214,29.0,203.0,2
12919,2026-09-09,PTKC,MSKT,214,203.0,195.0,218,41.0,195.0,2
12919,2026-09-09,MSKT,JAT,218,200.0,203.0,228,82.0,201.0,2
12919,2026-09-09,JAT,RMJK,228,209.0,200.0,232,49.0,257.0,2
12919,2026-09-09,RMJK,MCTM,232,257.0,209.0,233,24.0,249.0,2
12919,2026-09-09,MCTM,CRWL,233,250.0,257.0,234,15.0,255.0,2
12919,2026-09-09,CRWL,SVDK,234,255.0,250.0,235,32.0,245.0,2
12919,2026-09-10,INDB,DWX,7,6.0,0.0,13,46.0,14.0,3
12919,2026-09-10,DWX,UJN,13,14.0,6.0,19,54.0,0.0,3
12919,2026-09-10,UJN,MKC,19,14.0,14.0,24,50.0,14.0,3
12919,2026-09-10,MKC,BCH,24,15.0,14.0,26,16.0,16.0,3
12919,2026-09-10,BCH,AKD,26,16.0,15.0,30,28.0,11.0,3
12919,2026-09-10,AKD,SJP,30,12.0,16.0,32,13.0,13.0,3
12919,2026-09-10,SJP,KPP,32,12.0,12.0,34,15.0,11.0,3
12919,2026-09-10,KPP,SEH,34,11.0,12.0,38,23.0,12.0,3
12919,2026-09-10,SEH,SHRN,38,14.0,11.0,42,43.0,0.0,3
12919,2026-09-10,SHRN,BPL,42,8.0,14.0,43,27.0,20.0,3
12919,2026-09-10,BPL,NSZ,43,45.0,8.0,44,22.0,43.0,3
12919,2026-09-10,NSZ,BHS,44,56.0,45.0,50,23.0,76.0,3
12919,2026-09-10,BHS,BAQ,50,76.0,56.0,55,26.0,83.0,3
12919,2026-09-10,BAQ,BINA,55,83.0,76.0,61,59.0,67.0,3
12919,2026-09-10,BINA,LAR,61,65.0,83.0,68,44.0,73.0,3
12919,2026-09-10,LAR,BAB,68,73.0,65.0,77,40.0,77.0,3
12919,2026-09-10,BAB,VGLJ,77,76.0,73.0,80,36.0,65.0,3
12919,2026-09-10,VGLJ,DAA,80,57.0,76.0,82,29.0,73.0,3
12919,2026-09-10,DAA,DBA,82,73.0,57.0,85,23.0,75.0,3
12919,2026-09-10,DBA,GWL,85,77.0,73.0,91,32.0,84.0,3
12919,2026-09-10,GWL,MRA,91,82.0,77.0,97,31.0,83.0,3
12919,2026-09-10,MRA,DHO,97,83.0,82.0,101,43.0,69.0,3
12919,2026-09-10,DHO,AGC,101,69.0,83.0,105,32.0,83.0,3
12919,2026-09-10,AGC,MTJ,105,83.0,69.0,113,43.0,84.0,3
12919,2026-09-10,MTJ,KSV,113,84.0,83.0,118,29.0,85.0,3
12919,2026-09-10,KSV,PWL,118,86.0,84.0,123,66.0,60.0,3
12919,2026-09-10,PWL,BVH,123,61.0,86.0,125,18.0,68.0,3
12919,2026-09-10,NZM,NDLS,131,83.0,83.0,135,27.0,77.0,3
12919,2026-09-10,NDLS,SNP,135,85.0,83.0,146,55.0,105.0,3
12919,2026-09-10,SNP,PNP,146,106.0,85.0,153,30.0,165.0,3
12919,2026-09-10,PNP,KUN,153,177.0,106.0,158,24.0,181.0,3
12919,2026-09-10,KUN,KKDE,158,201.0,177.0,163,26.0,201.0,3
12919,2026-09-10,KKDE,UMB,163,209.0,201.0,169,60.0,271.0,3
12919,2026-09-10,UMB,SIR,169,279.0,209.0,175,38.0,287.0,3
12919,2026-09-10,SIR,KNN,175,336.0,279.0,177,17.0,336.0,3
12919,2026-09-10,KNN,LDH,177,375.0,336.0,184,75.0,360.0,3
12919,2026-09-10,LDH,JRC,184,364.0,375.0,191,53.0,371.0,3
12919,2026-09-10,JRC,DZA,191,371.0,364.0,204,68.0,370.0,3
12919,2026-09-10,DZA,MEX,204,370.0,371.0,207,17.0,372.0,3
12919,2026-09-10,MEX,PTKC,207,372.0,370.0,214,29.0,381.0,3
12919,2026-09-10,JAT,RMJK,228,361.0,361.0,232,49.0,378.0,3
12919,2026-09-10,RMJK,MCTM,232,378.0,361.0,233,24.0,371.0,3
12919,2026-09-10,MCTM,CRWL,233,371.0,378.0,234,15.0,373.0,3
12919,2026-09-10,CRWL,SVDK,234,372.0,371.0,235,32.0,369.0,3
12919,2026-09-11,INDB,DWX,7,4.0,1.0,13,46.0,1.0,4
12919,2026-09-11,DWX,UJN,13,1.0,4.0,19,54.0,-9.0,4
12919,2026-09-11,UJN,MKC,19,14.0,1.0,24,50.0,14.0,4
12919,2026-09-11,MKC,BCH,24,16.0,14.0,26,16.0,17.0,4
12919,2026-09-11,BCH,AKD,26,17.0,16.0,30,28.0,12.0,4
12919,2026-09-11,AKD,SJP,30,13.0,17.0,32,13.0,13.0,4
12919,2026-09-11,SJP,KPP,32,13.0,13.0,34,15.0,11.0,4
12919,2026-09-11,KPP,SEH,34,12.0,13.0,38,23.0,12.0,4
